Code,ID,Mode,Level,Nationality,L1,Concordance Line,Verb,Functions,Error,Error-Type-New
S_A_M_DBL_BF_3,DBL_BF,S,L3,BF,FR,[GLCLC text removed],有,MS,,
S_A_M_BAOLUO_CL_3,BAOLUO_CL,S,L3,CL,ES,[GLCLC text removed],有,EVAL,,
S_A_M_HH_SD_2,HH_SD,S,L3,SD,AR,[GLCLC text removed],有,MS,,
W_A_M_LDYU_KR_1,LDYU_KR,W,L3,KR,KR,[GLCLC text removed],有,MS,,
W_A_F_AM_GN_2,AM_GN,W,L3,GN,EN,[GLCLC text removed],有,MS,,
W_A_M_CYJ_KR_1,CYJ_KR,W,L3,KR,KR,[GLCLC text removed],有,MS,,
W_A_M_HJY_JP,HJY_JP,W,L3,JP,JP,[GLCLC text removed],有,MS,,
W_A_F_LHL_ID_3,LHL_ID,W,L3,ID,Other,[GLCLC text removed],有,MS,,
W_A_M_ADY_SE_4,ADY_SE,W,L3,SE,Other,[GLCLC text removed],有,MS,,
W_A_M_YLYA_RU_3,YLYA_RU,W,L3,RU,RU,[GLCLC text removed],有,MS,,
W_A_F_CLY_KR,CLY_KR,W,L3,KR,KR,[GLCLC text removed],有,ABT,,
W_A_F_KLN_RU_1,KLN_RU,W,L3,RU,RU,[GLCLC text removed],有,MS,,
W_A_M_FZLD_UZ_6,FZLD_UZ,W,L3,UZ,TK,[GLCLC text removed],有,MS,,
W_A_M_AJX_KR_6,AJX_KR,W,L3,KR,KR,[GLCLC text removed],有,ABT,,
W_A_M_CGL_MG_3,CGL_MG,W,L3,MG,Other,[GLCLC text removed],有,MS,,
W_A_M_LDYU_KR_2,LDYU_KR,W,L3,KR,KR,[GLCLC text removed],有,MS,,
S_A_F_JXY_KR,JXY_KR,S,L3,KR,KR,[GLCLC text removed],有,MS,,
S_A_F_TLL_UA,TLL_UA,S,L3,UA,Other,[GLCLC text removed],有,MS,,
S_A_M_ADY_SE,ADY_SE,S,L3,SE,Other,[GLCLC text removed],有,MS,,
S_A_M_CGL_MG,CGL_MG,S,L3,MG,Other,[GLCLC text removed],有,MS,,
W_A_F_YLN_RU_3,YLN_RU,W,L3,RU,RU,[GLCLC text removed],有,MS,,
W_A_M_NG_KZ_4,NG_KZ,W,L3,KZ,TK,[GLCLC text removed],有,MS,,
W_A_M_SSH_KZ_2,SSH_KZ,W,L3,KZ,TK,[GLCLC text removed],有,MS,,
W_A_F_JDHN_KR,JDHN_KR,W,L3,KR,KR,[GLCLC text removed],有,MS,,
W_A_F_MCWX_JP_1,MCWX_JP,W,L3,JP,JP,[GLCLC text removed],有,MS,,
W_A_F_MYS_BR,MYS_BR,W,L3,BR,PT,[GLCLC text removed],有,MS,,
W_A_F_ZEH_KR,ZEH_KR,W,L3,KR,KR,[GLCLC text removed],有,MS,,
W_A_F_KLN_RU_5,KLN_RU,W,L3,RU,RU,[GLCLC text removed],有,MS,,
W_A_F_ZZ_KZ_6,ZZ_KZ,W,L3,KZ,TK,[GLCLC text removed],有,MS,,
W_A_M_RJF_VN,RJF_VN,W,L3,VN,VN,[GLCLC text removed],有,MS,,
W_A_M_ZHX_VE_10,ZHX_VE,W,L3,VE,ES,[GLCLC text removed],有,MS,,
W_A_M_ZHX_VE_9,ZHX_VE,W,L3,VE,ES,[GLCLC text removed],有,MS,,
W_A_M_ZYK_VE_6,ZYK_VE,W,L3,VE,ES,[GLCLC text removed],有,MS,,
W_A_F_YESE_KZ_2,YESE_KZ,W,L3,KZ,TK,[GLCLC text removed],有,MS,,
W_A_M_HSMH_JP_7,HSMH_JP,W,L3,JP,JP,[GLCLC text removed],有,MS,,
S_A_M_HH_SD_3,HH_SD,S,L3,SD,AR,[GLCLC text removed],有利,EVAL,,
W_A_M_FZLD_UZ_1,FZLD_UZ,W,L3,UZ,TK,[GLCLC text removed],有利,EVAL,,
W_A_F_ASL_KZ_2,ASL_KZ,W,L3,KZ,TK,[GLCLC text removed],有,MS,,
W_A_F_JBLU_KR_1,JBLU_KR,W,L3,KR,KR,[GLCLC text removed],有,MS,,
S_A_F_LSJ_KR,LSJ_KR,S,L3,KR,KR,[GLCLC text removed],有,EVAL,,
S_A_F_KAL_PE,KAL_PE,S,L3,PE,ES,[GLCLC text removed],有,EVAL,,
S_A_M_HH_SD_7,HH_SD,S,L3,SD,AR,[GLCLC text removed],有,EVAL,,
W_A_F_ALU_KG_1,ALU_KG,W,L3,KG,TK,[GLCLC text removed],有,EVAL,,
W_A_F_XEY_MM_7,XEY_MM,W,L3,MM,Other,[GLCLC text removed],有,EVAL,,
W_A_F_HJQ_TH_4,HJQ_TH,W,L3,TH,TH,[GLCLC text removed],有,EVAL,,
S_A_M_ZCY_KR_1,ZCY_KR,S,L3,KR,KR,[GLCLC text removed],有,MS,,
S_A_M_ZCY_KR_1,ZCY_KR,S,L3,KR,KR,[GLCLC text removed],有,MS,,
W_A_F_LHL_ID_1,LHL_ID,W,L3,ID,Other,[GLCLC text removed],有,EVAL,,
W_A_F_YAL_KZ_4,YAL_KZ,W,L3,KZ,TK,[GLCLC text removed],有,EVAL,,
S_A_F_LJ_RU,LJ_RU,S,L3,RU,RU,[GLCLC text removed],有,EVAL,,
W_A_M_ZSD_RU_3,ZSD_RU,W,L3,RU,RU,[GLCLC text removed],有,EVAL,,
W_A_F_ZSY_TH_5,ZSY_TH,W,L3,TH,TH,[GLCLC text removed],有,EVAL,,
W_A_M_DBL_BF_2,DBL_BF,W,L3,BF,FR,[GLCLC text removed],有,EVAL,,
W_A_F_GB_MX_4,GB_MX,W,L3,MX,ES,[GLCLC text removed],有,EVAL,,
S_A_M_DBL_BF_5,DBL_BF,S,L3,BF,FR,[GLCLC text removed],有,MS,,
W_A_F_ALX_KZ_5,ALX_KZ,W,L3,KZ,TK,[GLCLC text removed],有,EVAL,,
W_A_F_JIN_RU_2,JIN_RU,W,L3,RU,RU,[GLCLC text removed],有,EVAL,,
W_A_M_PWL_AU_2,PWL_AU,W,L3,AU,EN,[GLCLC text removed],有,MS,,
W_A_F_SXX_KR,SXX_KR,W,L3,KR,KR,[GLCLC text removed],有,MS,,
W_A_F_YAL_KZ_5,YAL_KZ,W,L3,KZ,TK,[GLCLC text removed],有,ABT,,
W_A_F_JBLU_KR_4,JBLU_KR,W,L3,KR,KR,[GLCLC text removed],有,MS,,
S_A_M_WGT_LT_2,WGT_LT,S,L3,LT,Other,[GLCLC text removed],有,MS,,
S_A_M_BJDG_JP,BJDG_JP,S,L3,JP,JP,[GLCLC text removed],有,MS,,
S_A_F_JML_KR_3,JML_KR,S,L3,KR,KR,[GLCLC text removed],有,MS,,
W_A_F_LYN_RU_1,LYN_RU,W,L3,RU,RU,[GLCLC text removed],有,MS,,
W_A_F_DLY_RU_1,DLY_RU,W,L3,RU,RU,[GLCLC text removed],有,MS,,
S_A_F_JXY_KR,JXY_KR,S,L3,KR,KR,[GLCLC text removed],满意,MS,,
S_A_M_WGT_LT_3,WGT_LT,S,L3,LT,Other,[GLCLC text removed],满意,MS,,
W_A_F_YESE_KZ_3,YESE_KZ,W,L3,KZ,TK,[GLCLC text removed],满意,MS,,
W_A_F_ASL_KZ_1,ASL_KZ,W,L3,KZ,TK,[GLCLC text removed],满意,MS,,
W_A_F_SNME_KR_1,SNME_KR,W,L3,KR,KR,[GLCLC text removed],满足,MS,,
W_A_F_WSNA_KR_2,WSNA_KR,W,L3,KR,KR,[GLCLC text removed],烂熟于心,MS,,
W_A_F_LJW_VE_1,LJW_VE,W,L3,VE,ES,[GLCLC text removed],熟悉,MS,,
W_A_F_HPL_TH_4,HPL_TH,W,L3,TH,TH,[GLCLC text removed],熟悉,MS,,
W_A_F_ZXLI_TH_4,ZXLI_TH,W,L3,TH,TH,[GLCLC text removed],熟悉,MS,,
W_A_F_FSHY_VN_7,FSHY_VN,W,L3,VN,VN,[GLCLC text removed],熟悉,MS,,
W_A_F_XMX_KR_4,XMX_KR,W,L3,KR,KR,[GLCLC text removed],熟悉,MS,,
W_A_F_MLK_KG,MLK_KG,W,L3,KG,TK,[GLCLC text removed],熟悉,MS,,
S_A_F_LYL_KR,LYL_KR,S,L3,KR,KR,[GLCLC text removed],理解,MS,,
W_A_F_LY_SK_2,LY_SK,W,L3,SK,Other,[GLCLC text removed],理解,MS,,
W_A_M_WHY_TH_1,WHY_TH,W,L3,TH,TH,[GLCLC text removed],理解,MS,,
W_A_F_FSHY_VN_5,FSHY_VN,W,L3,VN,VN,[GLCLC text removed],留下,MS,,
S_A_F_QYX_KR_2,QYX_KR,S,L3,KR,KR,[GLCLC text removed],相信,MS,,
S_A_F_QYX_KR_2,QYX_KR,S,L3,KR,KR,[GLCLC text removed],相信,MS,,
W_A_M_FZLD_UZ_7,FZLD_UZ,W,L3,UZ,TK,[GLCLC text removed],知道,MS,,
W_A_M_AJX_KR_5,AJX_KR,W,L3,KR,KR,[GLCLC text removed],知道,MS,,
W_A_M_AJ_KZ_1,AJ_KZ,W,L3,KZ,TK,[GLCLC text removed],糊涂,MS,,
W_A_M_WHY_TH_1,WHY_TH,W,L3,TH,TH,[GLCLC text removed],自豪,MS,,
W_A_F_YLN_RU_5,YLN_RU,W,L3,RU,RU,[GLCLC text removed],茫然,MS,,
W_A_F_XEY_MM_5,XEY_MM,W,L3,MM,Other,[GLCLC text removed],表示,ABT,,
W_A_M_PWL_AU_3,PWL_AU,W,L3,AU,EN,[GLCLC text removed],觉得,MS,,
W_A_F_MCWX_JP_3,MCWX_JP,W,L3,JP,JP,[GLCLC text removed],负,ABT,,
W_A_F_ZXW_KR_2,ZXW_KR,W,L3,KR,KR,[GLCLC text removed],负,ABT,,
W_A_M_CFX_TH_2,CFX_TH,W,L3,TH,TH,[GLCLC text removed],负,ABT,,
W_A_M_ZCS_TH_2,ZCS_TH,W,L3,TH,TH,[GLCLC text removed],负,ABT,,
W_A_F_CAMLG_TH_2,CAMLG_TH,W,L3,TH,TH,[GLCLC text removed],赞同,MS,,
W_A_F_JXZI_KR,JXZI_KR,W,L3,KR,KR,[GLCLC text removed],重要,EVAL,,
W_A_F_FSHY_VN_7,FSHY_VN,W,L3,VN,VN,[GLCLC text removed],陌生,MS,,
W_A_F_CSXQ_VN_2,CSXQ_VN,W,L3,VN,VN,[GLCLC text removed],陌生,MS,,
W_A_M_QAL_KZ_5,QAL_KZ,W,L3,KZ,TK,[GLCLC text removed],难,MS,,
W_A_F_DLY_RU_2,DLY_RU,W,L3,RU,RU,[GLCLC text removed],忘怀,MS,,
W_A_F_DLY_RU_3,DLY_RU,W,L3,RU,RU,[GLCLC text removed],忘怀,MS,,
W_A_F_ZSYA_TH_1,ZSYA_TH,W,L3,TH,TH,[GLCLC text removed],骄傲,MS,,
W_I_F_LHYI_VN_7,LHYI_VN,W,L2,VN,VN,[GLCLC text removed],开心,MS,,Collocation
S_I_F_LXHU_KR_3,LXHU_KR,S,L2,KR,KR,[GLCLC text removed],讲,ABT,,
W_A_F_CLY_KR,CLY_KR,W,L3,KR,KR,[GLCLC text removed],是,EVAL,,
W_I_F_JXJ_KR_3,JXJ_KR,W,L2,KR,KR,[GLCLC text removed],感谢,MS,Error,Collocation
W_I_F_JXJ_KR_3,JXJ_KR,W,L2,KR,KR,[GLCLC text removed],感谢,MS,Error,Collocation
W_I_F_TKLS_JP,TKLS_JP,W,L2,JP,JP,[GLCLC text removed],感谢,MS,Error,Collocation
W_I_F_YTJ_JP,YTJ_JP,W,L2,JP,JP,[GLCLC text removed],感谢,MS,Error,Collocation
W_I_F_JDR_KR_4,JDR_KR,W,L2,KR,KR,[GLCLC text removed],感谢,MS,Error,Collocation
W_I_M_ABM_CM,ABM_CM,W,L2,CM,EN,[GLCLC text removed],感谢,MS,Error,Collocation
W_I_M_GAXZ_JP_1,GAXZ_JP,W,L2,JP,JP,[GLCLC text removed],感谢,MS,Error,Collocation
W_I_F_YLC_TH,YLC_TH,W,L2,TH,TH,[GLCLC text removed],开玩笑,DA,Error,Collocation
W_I_M_CYD_TH,CYD_TH,W,L2,TH,TH,[GLCLC text removed],开玩笑,DA,Error,Collocation
W_I_F_YYL_TH_1,YYL_TH,W,L2,TH,TH,[GLCLC text removed],觉得,EVAL,Error,Non-dui-construction
S_I_F_QYX_KR_2,QYX_KR,S,L2,KR,KR,[GLCLC text removed],难,EVAL,Error,Non-dui-construction
W_I_M_SGY_KR_3,SGY_KR,W,L2,KR,KR,[GLCLC text removed],难,EVAL,Error,Non-dui-construction
W_I_F_WDLY_RU_18,WDLY_RU,W,L2,RU,RU,[GLCLC text removed],难,EVAL,Error,Non-dui-construction
W_I_F_WDLY_RU_14,WDLY_RU,W,L2,RU,RU,[GLCLC text removed],难,EVAL,Error,Non-dui-construction
S_I_M_ZLO_RU_2+I,ZLO_RU,S,L2,RU,RU,[GLCLC text removed],方便,EVAL,Error,Non-dui-construction
W_I_F_CAMLG_TH_1,CAMLG_TH,W,L2,TH,TH,[GLCLC text removed],骂,DA,Error,Non-dui-construction
W_I_F_YYZ_KR_4,YYZ_KR,W,L2,KR,KR,[GLCLC text removed],鼓励,DA,Error,Collocation
W_A_F_JMZJ_KR,JMZJ_KR,W,L3,KR,KR,[GLCLC text removed],产生,MS,Error,Collocation
S_B_M_ABD_YE,ABD_YE,S,L1,YE,AR,[GLCLC text removed],了解,ABT,Error,Word-Order
W_B_F_RFM_VN,RFM_VN,W,L1,VN,VN,[GLCLC text removed],好玩,EVAL,Error,Non-dui-construction
W_B_F_OMLI_TH_1,OMLI_TH,W,L1,TH,TH,[GLCLC text removed],*,EVAL,Error,Omission
S_B_F_WJS_RU,WJS_RU,S,L1,RU,RU,[GLCLC text removed],是,EVAL,Error,Non-dui-construction
W_B_F_OMLI_TH_1,OMLI_TH,W,L1,TH,TH,[GLCLC text removed],*,EVAL,Error,Omission
W_B_F_OMLI_TH_1,OMLI_TH,W,L1,TH,TH,[GLCLC text removed],*,EVAL,Error,Omission
S_B_M_ADL_YE,ADL_YE,S,L1,YE,AR,[GLCLC text removed],*,MS,Error,Omission
S_B_F_JXJ_KR,JXJ_KR,S,L1,KR,KR,[GLCLC text removed],有,MS,Error,Insertion
S_B_F_LX_RU,LX_RU,S,L1,RU,RU,[GLCLC text removed],*,EVAL,Error,Non-dui-construction
S_B_F_RSHF_VN,RSHF_VN,S,L1,VN,VN,[GLCLC text removed],有意思,EVAL,Error,Non-dui-construction
S_B_F_JXY_KR+B_F_NEE_KR,NEE_KR,S,L1,KR,KR,[GLCLC text removed],送,DA,Error,Collocation
W_B_F_JXZU_KR,JXZU_KR,W,L1,KR,KR,[GLCLC text removed],有意思,EVAL,Error,Non-dui-construction
W_B_F_ALUN_RU,ALUN_RU,W,L1,RU,RU,[GLCLC text removed],舒服,EVAL,Error,Non-dui-construction
S_B_M_LMN_TH_3,LMN_TH,S,L1,TH,TH,[GLCLC text removed],辛苦,EVAL,Error,Non-dui-construction
W_B_F_JAN_RU,JAN_RU,W,L1,RU,RU,[GLCLC text removed],热衷,MS,Error,Collocation
S_B_M_AYO_TG,AYO_TG,S,L1,TG,EN,[GLCLC text removed],理解,MS,Error,Collocation
S_B_M_CMX_VN,CMX_VN,S,L1,VN,VN,[GLCLC text removed],一样,EVAL,Error,Non-dui-construction
S_B_F_JZY_KR,JZY_KR,S,L1,KR,KR,[GLCLC text removed],聊天,DA,Error,Collocation
W_B_F_YRS_KR,YRS_KR,W,L1,KR,KR,[GLCLC text removed],说,DA,Error,Word-Order
W_B_M_JJXH_JP,JJXH_JP,W,L1,JP,JP,[GLCLC text removed],说,DA,Error,Collocation
W_B_F_YRS_KR,YRS_KR,W,L1,KR,KR,[GLCLC text removed],问,DA,Error,Collocation
W_I_F_CZJ_KR_1,CZJ_KR,W,L2,KR,KR,[GLCLC text removed],*,EVAL,Error,Non-dui-construction
W_I_F_SSXI_KR_3,SSXI_KR,W,L2,KR,KR,[GLCLC text removed],*,EVAL,Error,Non-dui-construction
W_I_F_WUYM_CR_16,WUYM_CR,W,L2,CR,ES,[GLCLC text removed],*,EVAL,Error,Omission
W_I_F_SZYI_KR_3,SZYI_KR,W,L2,KR,KR,[GLCLC text removed],*,EVAL,Error,Omission
W_I_F_JRY_KR_3,JRY_KR,W,L2,KR,KR,[GLCLC text removed],*,EVAL,Error,Omission
W_I_F_HZJ_KR_1,HZJ_KR,W,L2,KR,KR,[GLCLC text removed],*,DISP,Error,Omission
W_I_F_JHXU_KR_1,JHXU_KR,W,L2,KR,KR,[GLCLC text removed],不好意思,MS,Error,Omission
W_I_M_LDYI_KR_3,LDYI_KR,W,L2,KR,KR,[GLCLC text removed],不好意思,MS,Error,Omission
S_I_F_JDYI_KR+I_,JDYI_KR+I_,S,L2,KR,KR,[GLCLC text removed],产生,MS,Error,Non-dui-construction
S_I_F_GDX_KR_2,GDX_KR,S,L2,KR,KR,[GLCLC text removed],介绍,SI,Error,Collocation
W_I_M_EI_RU_1,EI_RU,W,L2,RU,RU,[GLCLC text removed],介绍,SI,Error,Collocation
W_I_F_XX_TH,XX_TH,W,L2,TH,TH,[GLCLC text removed],伤心,MS,Error,Omission
W_I_F_SSXI_KR_9,SSXI_KR,W,L2,KR,KR,[GLCLC text removed],伤心,MS,Error,Omission
S_I_F_JA_KR_3,JA_KR,S,L2,KR,KR,[GLCLC text removed],健康,EVAL,Error,Collocation
W_I_M_LMN_TH_14,LMN_TH,W,L2,TH,TH,[GLCLC text removed],健康,EVAL,Error,Collocation
W_I_F_QSY_KR_1,QSY_KR,W,L2,KR,KR,[GLCLC text removed],印象,MS,Error,Non-dui-construction
W_I_F_LLS_TH_1,LLS_TH,W,L2,TH,TH,[GLCLC text removed],发生,SI,Error,Non-dui-construction
W_I_F_LLS_TH_3,LLS_TH,W,L2,TH,TH,[GLCLC text removed],发生,SI,Error,Non-dui-construction
W_I_F_CAMLG_TH_7,CAMLG_TH,W,L2,TH,TH,[GLCLC text removed],受,DISP,Error,Collocation
S_I_M_AHA_ID_1,AHA_ID,S,L2,ID,Other,[GLCLC text removed],听,EVAL,Error,Non-dui-construction
S_I_F_NSJP_RU_3,NSJP_RU,S,L2,RU,RU,[GLCLC text removed],可靠,MS,Error,Collocation
W_I_M_MHMAD_TJ_3,MHMAD_TJ,W,L2,TJ,Other,[GLCLC text removed],同意,MS,Error,Collocation
S_I_F_XSM_KR,XSM_KR,S,L2,KR,KR,[GLCLC text removed],告诉,DA,Error,Collocation
W_I_F_JHXI_KR_3,JHXI_KR,W,L2,KR,KR,[GLCLC text removed],告诉,DA,Error,Collocation
W_I_F_GKA_TH_2,GKA_TH,W,L2,TH,TH,[GLCLC text removed],喜欢,MS,Error,Collocation
W_I_F_LWL_ID_14,LWL_ID,W,L2,ID,Other,[GLCLC text removed],多,EVAL,Error,Non-dui-construction
W_I_F_JZXU_KR_4,JZXU_KR,W,L2,KR,KR,[GLCLC text removed],套近乎,DA,Error,Collocation
W_I_M_BJM_AO_2,BJM_AO,W,L2,AO,PT,[GLCLC text removed],好,MS,Error,Collocation
W_I_F_JZNA_KR_3,JZNA_KR,W,L2,KR,KR,[GLCLC text removed],好,EVAL,Error,Omission
W_I_F_JZUE_KR_5,JZUE_KR,W,L2,KR,KR,[GLCLC text removed],*,EVAL,Error,Non-dui-construction
W_I_F_WDLY_RU_4,WDLY_RU,W,L2,RU,RU,[GLCLC text removed],*,EVAL,Error,Omission
W_I_F_YR_ES_8,YR_ES,W,L2,ES,ES,[GLCLC text removed],感谢,ABT,Error,Non-dui-construction
W_I_F_LZSA_KR_3,LZSA_KR,W,L2,KR,KR,[GLCLC text removed],对不起,MS,Error,Omission
W_I_F_PML_CG_2,PML_CG,W,L2,CG,FR,[GLCLC text removed],小心翼翼,DISP,Error,Collocation
W_I_F_NJ_RU_2,NJ_RU,W,L2,RU,RU,[GLCLC text removed],开心,EVAL,Error,Non-dui-construction
W_I_F_JZHX_KR_2,JZHX_KR,W,L2,KR,KR,[GLCLC text removed],影响,EVAL,Error,Collocation
W_I_F_HNN_PE_3,HNN_PE,W,L2,PE,ES,[GLCLC text removed],辣,EVAL,Error,Non-dui-construction
W_I_F_MX_CS,MX_CS,W,L2,CS,Other,[GLCLC text removed],舒服,EVAL,Error,Non-dui-construction
W_I_F_CAMLG_TH_3,CAMLG_TH,W,L2,TH,TH,[GLCLC text removed],快乐,MS,Error,Collocation
W_I_F_CZJ_KR_1,CZJ_KR,W,L2,KR,KR,[GLCLC text removed],怕,EVAL,Error,Non-dui-construction
S_I_F_DLYH_RU_1,DLYH_RU,S,L2,RU,RU,[GLCLC text removed],感,EVAL,Error,Non-dui-construction
W_I_F_HHC_KR_2,HHC_KR,W,L2,KR,KR,[GLCLC text removed],感到,MS,Error,Collocation
S_I_F_NS_ML_2,NS_ML,S,L2,ML,FR,[GLCLC text removed],愿意,MS,Error,Collocation
W_I_F_HLM_KR_1,HLM_KR,W,L2,KR,KR,[GLCLC text removed],成为,EVAL,Error,Non-dui-construction
W_I_F_QZY_KR_2,QZY_KR,W,L2,KR,KR,[GLCLC text removed],打,SI,Error,Collocation
W_I_F_YY_KR_2,YY_KR,W,L2,KR,KR,[GLCLC text removed],推荐,SI,Error,Collocation
W_I_F_YTQZ_JP_3,YTQZ_JP,W,L2,JP,JP,[GLCLC text removed],教,SI,Error,Collocation
W_I_F_ZJJ_KR,ZJJ_KR,W,L2,KR,KR,[GLCLC text removed],教,SI,Error,Collocation
W_I_M_YTHZ_JP,YTHZ_JP,W,L2,JP,JP,[GLCLC text removed],教,SI,Error,Collocation
W_I_M_YTHZ_JP,YTHZ_JP,W,L2,JP,JP,[GLCLC text removed],教,SI,Error,Collocation
W_I_F_YYZ_KR_4,YYZ_KR,W,L2,KR,KR,[GLCLC text removed],新奇,EVAL,Error,Non-dui-construction
S_I_F_JHF_KR,JHF_KR,S,L2,KR,KR,[GLCLC text removed],是,EVAL,Error,Non-dui-construction
W_I_M_MHMAD_TJ_3,MHMAD_TJ,W,L2,TJ,Other,[GLCLC text removed],是,EVAL,Error,Non-dui-construction
W_I_M_MHMAD_TJ_3,MHMAD_TJ,W,L2,TJ,Other,[GLCLC text removed],好,EVAL,Error,Non-dui-construction
W_I_F_YIL_BR_8,YIL_BR,W,L2,BR,PT,[GLCLC text removed],*,EVAL,Error,Non-dui-construction
W_I_F_JHXI_KR_2,JHXI_KR,W,L2,KR,KR,[GLCLC text removed],感受,MS,Error,Non-dui-construction
W_I_F_JJB_KR_4,JJB_KR,W,L2,KR,KR,[GLCLC text removed],有,MS,Error,Collocation
W_I_F_JHXU_KR_1,JHXU_KR,W,L2,KR,KR,[GLCLC text removed],有,MS,Error,Collocation
W_I_M_ADH_RU_3,ADH_RU,W,L2,RU,RU,[GLCLC text removed],有,MS,Error,Non-dui-construction
S_I_F_JZUE_KR_2,JZUE_KR,S,L2,KR,KR,[GLCLC text removed],*,EVAL,Error,Omission
W_I_F_SF_RU_2,SF_RU,W,L2,RU,RU,[GLCLC text removed],有,EVAL,Error,Non-dui-construction
W_I_M_NJX_KR_1,NJX_KR,W,L2,KR,KR,[GLCLC text removed],有意思,EVAL,Error,Omission
W_I_F_TKLS_JP,TKLS_JP,W,L2,JP,JP,[GLCLC text removed],有,MS,Error,Insertion
W_I_F_SJNS_JP,SJNS_JP,W,L2,JP,JP,[GLCLC text removed],有,MS,Error,Insertion
W_I_F_ZLE_KR,ZLE_KR,W,L2,KR,KR,[GLCLC text removed],有,MS,Error,Insertion
W_I_F_JYU_KZ_2,JYU_KZ,W,L2,KZ,TK,[GLCLC text removed],有,MS,Error,Insertion
W_I_F_YYL_TH_3,YYL_TH,W,L2,TH,TH,[GLCLC text removed],有,MS,Error,Insertion
W_I_F_GBQ_TH_5,GBQ_TH,W,L2,TH,TH,[GLCLC text removed],有,MS,Error,Insertion
W_I_F_JYN_KR,JYN_KR,W,L2,KR,KR,[GLCLC text removed],有,MS,Error,Insertion
W_I_F_ZXLI_TH_5,ZXLI_TH,W,L2,TH,TH,[GLCLC text removed],有趣,EVAL,Error,Non-dui-construction
W_I_F_LYSU_KR_1,LYSU_KR,W,L2,KR,KR,[GLCLC text removed],有,EVAL,Error,Non-dui-construction
W_I_F_CZJ_KR_1,CZJ_KR,W,L2,KR,KR,[GLCLC text removed],怕,MS,Error,Collocation
W_I_F_LWL_ID_7,LWL_ID,W,L2,ID,Other,[GLCLC text removed],沮丧,MS,Error,Word-Order
S_I_F_JZNA_KR+I_,JZNA_KR+I_,S,L2,KR,KR,[GLCLC text removed],深刻,EVAL,Error,Non-dui-construction
W_I_F_JZXU_KR_4,JZXU_KR,W,L2,KR,KR,[GLCLC text removed],深刻,MS,Error,Omission
W_I_F_JZXU_KR_4,JZXU_KR,W,L2,KR,KR,[GLCLC text removed],深刻,EVAL,Error,Non-dui-construction
W_I_F_ANA_RU_3,ANA_RU,W,L2,RU,RU,[GLCLC text removed],满足,EVAL,Error,Non-dui-construction
W_I_F_YY_KR_1,YY_KR,W,L2,KR,KR,[GLCLC text removed],熟,EVAL,Error,Non-dui-construction
W_I_F_YZX_KR_2,YZX_KR,W,L2,KR,KR,[GLCLC text removed],熟悉,EVAL,Error,Non-dui-construction
W_I_F_YZX_KR_2,YZX_KR,W,L2,KR,KR,[GLCLC text removed],熟悉,EVAL,Error,Non-dui-construction
W_I_M_YCHI_VN,YCHI_VN,W,L2,VN,VN,[GLCLC text removed],熟悉,EVAL,Error,Non-dui-construction
W_I_F_PRL_KR_2,PRL_KR,W,L2,KR,KR,[GLCLC text removed],特别,EVAL,Error,Non-dui-construction
W_I_F_JZXIU_KR_1,JZXIU_KR,W,L2,KR,KR,[GLCLC text removed],珍惜,EVAL,Error,Collocation
W_I_F_JJB_KR_6,JJB_KR,W,L2,KR,KR,[GLCLC text removed],生疏,EVAL,Error,Non-dui-construction
W_I_M_LK_FR_2,LK_FR,W,L2,FR,FR,[GLCLC text removed],留下,MS,Error,Non-dui-construction
S_I_M_SUZY_KR_2,SUZY_KR,S,L2,KR,KR,[GLCLC text removed],留下,MS,Error,Non-dui-construction
S_I_M_SUZY_KR_2,SUZY_KR,S,L2,KR,KR,[GLCLC text removed],留下,MS,Error,Non-dui-construction
W_I_M_SUZY_KR,SUZY_KR,W,L2,KR,KR,[GLCLC text removed],留下,MS,Error,Non-dui-construction
W_I_F_JDR_KR_4,JDR_KR,W,L2,KR,KR,[GLCLC text removed],留下,MS,Error,Non-dui-construction
W_I_F_SSXI_KR_8,SSXI_KR,W,L2,KR,KR,[GLCLC text removed],感动,MS,Error,Non-dui-construction
S_I_M_AILAN_PK_3,AILAN_PK,S,L2,PK,Other,[GLCLC text removed],知道,MS,Error,Non-dui-construction
S_I_M_MW_RU,MW_RU,S,L2,RU,RU,[GLCLC text removed],知道,MS,Error,Collocation
W_I_F_QFM_KR_1,QFM_KR,W,L2,KR,KR,[GLCLC text removed],给,DA,Error,Collocation
W_I_F_YR_ES_14,YR_ES,W,L2,ES,ES,[GLCLC text removed],是,EVAL,Error,Word-Order
W_I_F_NSJB_RU_1,NSJB_RU,W,L2,RU,RU,[GLCLC text removed],行,DA,Error,Collocation
W_I_F_JYU_KZ_5,JYU_KZ,W,L2,KZ,TK,[GLCLC text removed],好,DA,Error,Collocation
W_I_M_MHMAD_TJ_3,MHMAD_TJ,W,L2,TJ,Other,[GLCLC text removed],送,SI,Error,Collocation
W_I_F_KELA_PE_1,KELA_PE,W,L2,PE,ES,[GLCLC text removed],重要,EVAL,Error,Non-dui-construction
W_I_F_LCL_KR_1,LCL_KR,W,L2,KR,KR,[GLCLC text removed],问,DA,Error,Collocation
W_I_F_JJB_KR_9,JJB_KR,W,L2,KR,KR,[GLCLC text removed],问,DA,Error,Collocation
W_I_F_HLM_KR_1,HLM_KR,W,L2,KR,KR,[GLCLC text removed],问,DA,Error,Collocation
